"Code";"Waarde";"DatumVanaf";"DatumTot";"Toelichting"
"277";"Beschermd stads- of dorpsgezicht, zie monumentenwet 1988; inl. bij de gemeente";"2000-01-01";"2010-01-01";"Aantekening Object"
"278";"Deltawet";"2000-01-01";"2010-01-01";"Aantekening Object"
"279";"Fictief appartementsrecht";"2000-01-01";"2012-11-01";"Aantekening Object"
"280";"Gezamenlijke grootte";"2000-01-01";"2012-11-01";"Aantekening Object"
"281";"De juistheid van de objektgegevens is in onderzoek";"2000-01-01";;"Aantekening Object"
"282";"Nog te meten";"2000-01-01";"2010-01-01";"Aantekening Object"
"283";"Machtiging ex. art.10 Mijnwet 1810";"2000-01-01";"2010-01-01";"Aantekening Object"
"284";"Ondergrondse olietank, inlichtingen bij de gemeente";"2000-01-01";"2010-01-01";"Aantekening Object"
"285";"Onderhoudsplicht of verplichting tot bijdragen onderhoud, zie Wegenwet";"2000-01-01";"2010-01-01";"Aantekening Object"
"286";"Bouwverbod krachtens provinciale plassenverordening";"2000-01-01";"2010-01-01";"Aantekening Object"
"287";"Schuldplichtigheid Deltawet";"2000-01-01";"2010-01-01";"Aantekening Object"
"288";"Verbodsbepalingen waterkeringen; inlichtingen bij het Waterschap";"2000-01-01";"2010-01-01";"Aantekening Object"
"289";"Bouwverbod ex. art.4 of 5 Verkeerswet tegen lintbebouwing";"2000-01-01";"2010-01-01";"Aantekening Object"
"290";"Verlaten Mijnbouwwerk; Inlichtingen: Staatstoezicht op de mijnen Rijswijk tel. 070-3956500";"2000-01-01";"2010-01-01";"Aantekening Object"
"291";"Wettelijke ruilverkaveling (DUMMY)";"2000-01-01";;"Aantekening Object"
"292";"Beperking Beschikkingsbevoegdheid, vereffenaar benoemd";"2015-03-01";;"Aantekening Tenaamstelling"
