"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"2","Huurkoop","2011-01-01",,"Aantekening Tenaamstelling"
"3","Koopovereenkomst of Voorovereenkomst koop, art. 10 WVG","2011-01-01",,"Aantekening Tenaamstelling"
"4","Koopovereenkomst, art. 10 WVG (doorhaling)","2011-01-01","2018-09-01","Aantekening Tenaamstelling"
"5","Koopovereenkomst, art. 7:3 BW","2011-01-01",,"Aantekening Tenaamstelling"
"6","Koopovereenkomst, art. 7:3 BW (doorhaling)","2011-01-01","2018-09-01","Aantekening Tenaamstelling"
"7","Koopovereenkomst, art. 7:3 BW en 10 WVG","2011-01-01",,"Aantekening Tenaamstelling"
"8","Koopovereenkomst, art. 7:3 BW en 10 WVG (doorhaling)","2011-01-01","2018-09-01","Aantekening Tenaamstelling"
"9","Onderbewindstelling","2011-01-01",,"Aantekening Tenaamstelling"
"10","Reglement mede-eigenaren","2011-01-01",,"Aantekening Zekerheidsrecht"
"11","Rangwisseling","2011-01-01",,"Aantekening Zekerheidsrecht en of Tenaamstelling"
"13","Recht op gedeelte van een aanwas","2000-01-01",,"Aantekening Tenaamstelling"
"14","Aanvaarding nalatenschap onder voorrecht van boedelbeschrijving","2000-01-01",,"Aantekening Tenaamstelling"
"16","Bewind vererving","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"17","Bezit","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"19","Doorhaling koop of voorovereenkomst tot koop","2000-01-01","2018-09-01","Aantekening Tenaamstelling"
"20","Erfpachtcanon (mogelijk berekend)","2000-01-01","2018-09-01","Aantekening Tenaamstelling"
"21","Einddatum recht","2000-01-01",,"Aantekening Tenaamstelling"
"22","Fideï commis/tweetrapsmaking","2000-01-01",,"Aantekening Tenaamstelling"
"24","Fideï commis de residuo","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"26","Koop of voorovereenkomst tot koop zie Wet voork recht gemten","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"28","Lijst van rechthebbenden","2000-01-01","2018-09-01","Aantekening Tenaamstelling"
"30","Overgedragen aan NNP in oprichting","2000-01-01",,"Aantekening Tenaamstelling"
"32","Optie-overeenkomst, art. 10 Wet voorkeursrecht gemeenten","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"33","Ontbindende voorwaarde","2000-01-01",,"Aantekening Tenaamstelling"
"34","Omschrijving zakelijk recht","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"36","Privatieve last (economische overdracht)","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"37","Privatieve last","2000-01-01",,"Aantekening Tenaamstelling"
"39","Raadpleeg brondocument","2000-01-01",,"Aantekening Tenaamstelling"
"40","Recht in opvolging uitgegeven","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"42","Splitsing erfpachtcanon","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"44","Door schenking verkregen","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"45","Toestemming tot bezwaring","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"49","Toestemming tot vervreemding","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"51","Uitsluitingsclausule t.a.v. huwelijksgoederenregiem","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"52","Opschortende voorwaarde","2000-01-01",,"Aantekening Tenaamstelling"
"53","Kennisgeving ex art. 126 I.K.R. boedelscheiding","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"55","Onder voorbehoud goedkeuring G.S.","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"57","Verzekeringskamer","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"58","Kennisgeving ontbinding m.b.t. rechtspersoon/niet-rechtspersoon","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"60","Wijziging t.a.v. de erfpachtvoorwaarden en/of -canon","2000-01-01","2018-09-01","Aantekening Tenaamstelling"
"62","Erfdienstbaarheid","2000-01-01",,"Aantekening Object"
"63","Erfdienstbaarheid (doorhaling)","2000-01-01",,"Aantekening Object"
"64","Instelling rechtsmiddel","2000-01-01",,"Aantekening Object"
"65","Instelling rechtsvordering","2000-01-01",,"Aantekening Object"
"66","Rechterlijke uitspraak (verzoekschrift)","2000-01-01",,"Aantekening Object"
"67","Kwalitatieve verplichting","2000-01-01",,"Aantekening Object"
"69","Tevens appartementsrecht in eigendom na belasting met erfpacht","2000-01-01","2018-09-01","Aantekening Object"
"70","Regeling artikel 18 van de Reconstr. Wet M-Delfland","2000-01-01","2016-09-01","Aantekening Object"
"71","Locatiegegevens ontleend aan Basisregistraties Adressen en Gebouwen","2011-06-28","2018-09-01","Aantekening Object"
"72","Bevel buitengewone omstandigheden","2000-01-01",,"Aantekening Object"
"73","Bevel buitengewone omstandigheden ged.","2000-01-01",,"Aantekening Object"
"74","BP (zak. recht/ged. pl.)","2000-01-01","2016-09-01","Aantekening Object"
"75","BP gedeeltelijk (zak. recht/ged. pl.)","2000-01-01","2016-09-01","Aantekening Object"
"76","Vonnis van boedelverzegeling","2000-01-01",,"Aantekening Object"
"77","Vonnis van boedelverzegeling ged.","2000-01-01",,"Aantekening Object"
"78","Doorhaling voorkeursrecht op grond van de Wet voorkeursrecht gemeenten","2000-01-01",,"Aantekening Object"
"79","Doorhaling voorkeursrecht op grond van de Wet voorkeursrecht gemeenten op een gedeelte","2000-01-01",,"Aantekening Object"
"82","Gebouwd met subsidie","2000-01-01",,"Aantekening Object"
"83","Gebouwd met subsidie ged.","2000-01-01",,"Aantekening Object"
"84","Gedoogplicht ex. hoofdstuk 5 Telecommunicatiewet","2000-01-01",,"Aantekening Object"
"85","Geluidszone ex. art.41 Wet geluidhinder","2000-01-01",,"Aantekening Object"
"86","Herverkavelingskosten te verwachten","2000-01-01","2018-09-01","Aantekening Object"
"87","Herverkaveling in voorbereiding","2000-01-01","2018-09-01","Aantekening Object"
"88","De juistheid van de grens op de kadastrale kaart  is in onderzoek","2000-01-01","2018-09-01","Aantekening Object"
"89","Instelling rechtsmiddel gedeeltelijk","2000-01-01",,"Aantekening Object"
"90","Besluit op grond van de Interimwet Stad en Milieubenadering","2000-01-01",,"Aantekening Object"
"91","Besluit op grond van de Interimwet Stad en Milieubenadering gedeeltelijk","2000-01-01",,"Aantekening Object"
"92","Instelling rechtsvordering gedeeltelijk","2000-01-01",,"Aantekening Object"
"93","Kwalitatieve verbintenis ged.","2000-01-01","2016-04-30","Aantekening Object"
"94","Lening wet bezitvormingsfonds","2000-01-01",,"Aantekening Object"
"95","Lening wet bezitvormingsfonds ged.","2000-01-01",,"Aantekening Object"
"96","Landinrichtingsprojekt in voorbereiding","2000-01-01","2018-09-01","Aantekening Object"
"97","Bestemming tot gemeensch. nut i.v.m. Mandeligheid","2000-01-01","2016-12-01","Aantekening Object"
"98","Meetconsort","2000-01-01","2016-12-01","Aantekening Object"
"99","Met aandeel in mandelig perceel","2000-01-01","2018-09-01","Aantekening Object"
"100","Bestemming tot gemeenschappelijk nut i.v.m. mandeligheid v.w.b. een gedeelte van een perceel","2000-01-01","2016-12-01","Aantekening Object"
"101","Appartementsrecht in eigendom na belasting met erfpacht","2000-01-01","2018-09-01","Aantekening Object"
"102","Natuurschoonwet","2000-01-01","2016-09-01","Aantekening Object"
"103","Natuurschoonwet in onderzoek","2000-01-01","2016-09-01","Aantekening Object"
"104","Natuurschoonwet opengesteld voor publiek","2000-01-01","2016-09-01","Aantekening Object"
"105","Ondergronds bouwwerk","2000-01-01",,"Aantekening Object"
"106","Ondergronds bouwwerk inzake een gedeelte van een perceel","2000-01-01",,"Aantekening Object"
"107","Opstal olie/gas","2000-01-01","2016-09-01","Aantekening Object"
"108","Opstal olie/gas gedeeltelijk","2000-01-01","2016-09-01","Aantekening Object"
"109","Vanwege lopende registratieprocedure  mogelijk niet overdraagbaar (art. 155a, lid 3 ONBW)","2010-08-10",,"Aantekening Object"
"110","Raadpleeg brondocument","2000-01-01","2018-09-01","Aantekening Object"
"111","Met betrekking tot het perceel is een ruilverkavelingsovereenkomst ingeschreven","2000-01-01",,"Aantekening Object"
"112","Met betrekking tot een gedeelte van het perceel is een ruilverkavelingsovereenkomst ingeschreven","2000-01-01",,"Aantekening Object"
"113","Aanvang registratieprocedure (art. 155a, ONBW)","2010-08-10",,"Aantekening Object"
"114","RVK-rente te verwachten","2000-01-01","2018-09-01","Aantekening Object"
"115","Toestemming voor boom, venster, enz. binnen verboden afstand (art. 42 en 50 Boek 5 BW)","2000-01-01",,"Aantekening Object"
"116","Toestemming voor boom, venster, enz. binnen verboden afstand (art. 42 en 50 Boek 5 BW) gedeeltelijk","2000-01-01",,"Aantekening Object"
"117","Eis tot vastlegging eigendom netwerk","2000-01-01",,"Aantekening Object"
"118","Voornemen vernieuwing","2000-01-01",,"Aantekening Object"
"119","Vrijwillige ruilverkaveling","2000-01-01",,"Aantekening Object"
"120","Verbouwd met subsidie","2000-01-01",,"Aantekening Object"
"121","Verbouwd met subsidie ged.","2000-01-01",,"Aantekening Object"
"122","Afwijkende regeling onderhoud niet bevaarbare sloot, gracht, enz. (art. 59 Boek 5 BW)","2000-01-01",,"Aantekening Object"
"123","Afwijkende regeling onderhoud niet bevaarbare sloot, gracht, enz. (art. 59 Boek 5 BW) gedeeltelijk","2000-01-01",,"Aantekening Object"
"124","Besluit op grond van artikel 110i Wet geluidhinder","2000-01-01",,"Aantekening Object"
"125","Besluit op grond van artikel 110i Wet geluidhinder gedeeltelijk","2000-01-01",,"Aantekening Object"
"126","Wettelijke herverkaveling in uitvoering","2000-01-01","2018-09-01","Aantekening Object"
"127","Voorkeursrecht op grond van de Wet voorkeursrecht gemeenten","2000-01-01",,"Aantekening Object"
"128","Voorkeursrecht op grond van de Wet voorkeursrecht gemeenten op een gedeelte","2000-01-01",,"Aantekening Object"
"129","Besluit op basis van Monumentenwet 1988","2000-01-01","2010-01-01","Aantekening PB"
"130","Besluit op basis van Monumentenwet 1988 gedeeltelijk","2000-01-01","2010-01-01","Aantekening PB"
"131","Aanschrijving woningwet","2000-01-01","2010-01-01","Aantekening PB"
"132","Aanschrijving woningwet gedeeltelijk","2000-01-01","2010-01-01","Aantekening PB"
"133","Bouwgrond- en/of baatbelasting; inlichtingen bij de Gemeente","2000-01-01","2010-01-01","Aantekening PB"
"134","Bouwgrond- en/of baatbelasting gedeeltelijk; inlichtingen bij de Gemeente","2000-01-01","2010-01-01","Aantekening PB"
"138","Besluit op basis van Belemmeringenwet Privaatrecht","2000-01-01",,"Aantekening PB"
"139","Besluit op basis van Belemmeringenwet Privaatrecht (zie tekening)","2000-01-01",,"Aantekening PB"
"140","Besluit op basis van Belemmeringenwet Privaatrecht (in onderzoek)","2000-01-01",,"Aantekening PB"
