"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"WRA","Wet ruimtelijke ordening: Exploitatieplan","2020-01-01",,"Wet ruimtelijke ordening: (artikel 6.12 juncto artikel 6.25) door het bevoegd gezag, bedoeld in artikel 6.12 dan wel 6.25, vastgesteld exploitatieplan, voor zover op grond daarvan de verplichting bestaat aan een omgevingsvergunning een voorschrift tot betaling van een exploitatiebijdrage te verbinden"
"VI","Besluit aanwijzing gronden","1900-01-01","2020-01-01","Wet voorkeursrecht gemeenten: (artikel 2, in samenhang met artikel 3, 4 of 5) aanwijzing van gronden bij besluit van de gemeenteraad"
"WVA","Wet voorkeursrecht gemeenten: Besluit aanwijzing gronden","2020-01-01",,"Wet voorkeursrecht gemeenten: (artikel 2, in samenhang met artikel 3, 4 of 5) aanwijzing van gronden bij besluit van de gemeenteraad"
"VV","Voorstel aanwijzing gronden","1900-01-01","2020-01-01","Wet voorkeursrecht gemeenten: (artikel 6) voorlopige aanwijzing van gronden bij besluit van burgemeester en wethouders"
"WVB","Wet voorkeursrecht gemeenten: Voorstel aanwijzing gronden","2020-01-01",,"Wet voorkeursrecht gemeenten: (artikel 6) voorlopige aanwijzing van gronden bij besluit van burgemeester en wethouders"
"WV","Plicht treffen voorzieningen tot niveau nieuwbouw","1900-01-01","2020-01-01","Woningwet: (artikel 13) door het bevoegd gezag opgelegde plicht tot het treffen van voorzieningen tot op ten hoogste nieuwbouwniveau met betrekking tot een bestaand gebouw of ander bouwwerk, niet zijnde een gebouw"
"WWA","Woningwet: Plicht treffen voorzieningen tot niveau nieuwbouw","2020-01-01",,"Woningwet: (artikel 13) door het bevoegd gezag opgelegde plicht tot het treffen van voorzieningen tot op ten hoogste nieuwbouwniveau met betrekking tot een bestaand gebouw of ander bouwwerk, niet zijnde een gebouw"
"WE","Plicht treffen voorzieningen welstand","1900-01-01","2020-01-01","Woningwet: (artikel 13a) door het bevoegd gezag opgelegde plicht tot het treffen van voorzieningen om een bouwwerk in overeenstemming te brengen met redelijke eisen van welstand"
"WWB","Woningwet: Plicht treffen voorzieningen welstand","2020-01-01",,"Woningwet: (artikel 13a) door het bevoegd gezag opgelegde plicht tot het treffen van voorzieningen om een bouwwerk in overeenstemming te brengen met redelijke eisen van welstand"
"WG","Plicht ingebruikgeving object aan een ander","1900-01-01","2020-01-01","Woningwet: (artikel 13b) door het bevoegd gezag opgelegde plicht om een in dat artikel genoemd object aan een ander in gebruik of beheer te geven"
"WWC","Woningwet: Plicht ingebruikgeving object aan een ander","2020-01-01",,"Woningwet: (artikel 13b) door het bevoegd gezag opgelegde plicht om een in dat artikel genoemd object aan een ander in gebruik of beheer te geven"
"WI","Sluiting object","1900-01-01","2020-01-01","Woningwet: (artikel 17) besluit van het bevoegd gezag tot het sluiten van een gebouw, open erf of terrein"
"WWD","Woningwet: Sluiting object","2020-01-01",,"Woningwet: (artikel 17) besluit van het bevoegd gezag tot het sluiten van een gebouw, open erf of terrein"
"WU","Oplegging last onder bestuursdwang en/of dwangsom dat ook geldt voor rechtsopvolgers","1900-01-01","2020-01-01","Woningwet: (artikel 92 juncto de hoofdstukken I tot en met III van de Woningwet en artikel 5.18 van de Wet algemene bepalingen omgevingsrecht) besluit tot oplegging van een last onder bestuursdwang, respectievelijk besluit tot oplegging van een last onder dwangsom van het bevoegd gezag, gericht op naleving van het bepaalde bij of krachtens de hoofdstukken I, II of III van de Woningwet, voor zover bij dat besluit met toepassing van artikel 5.18, eerste volzin, van de Wet algemene bepalingen omgevingsrecht is bepaald dat het besluit mede geldt jegens de rechtsopvolger van degene aan wie het besluit is opgelegd alsmede jegens iedere verdere rechtsopvolger"
"WWE","Woningwet: Oplegging last onder bestuursdwang en/of dwangsom dat ook geldt voor rechtsopvolgers","2020-01-01",,"Woningwet: (artikel 92 juncto de hoofdstukken I tot en met III van de Woningwet en artikel 5.18 van de Wet algemene bepalingen omgevingsrecht) besluit tot oplegging van een last onder bestuursdwang, respectievelijk besluit tot oplegging van een last onder dwangsom van het bevoegd gezag, gericht op naleving van het bepaalde bij of krachtens de hoofdstukken I, II of III van de Woningwet, voor zover bij dat besluit met toepassing van artikel 5.18, eerste volzin, van de Wet algemene bepalingen omgevingsrecht is bepaald dat het besluit mede geldt jegens de rechtsopvolger van degene aan wie het besluit is opgelegd alsmede jegens iedere verdere rechtsopvolger"
"WWF","Woningwet: Oplegging last onder bestuursdwang en/of dwangsom niet geldend voor rechtsopvolgers","2020-01-01",,"Woningwet: (artikel 92 juncto de hoofdstukken I tot en met III van de Woningwet en artikel 5.24 van de Wet algemene bepalingen omgevingsrecht) vorderingsbesluit van de Minister van Binnenlandse Zaken en Koninkrijksrelaties tot oplegging van een last onder bestuursdwang, respectievelijk last onder dwangsom door het bevoegd gezag gericht op naleving van het bepaalde bij of krachtens de hoofdstukken I, II of III van de Woningwet"
"WW","Besluit op basis van woningwet ","1900-01-01","2020-01-01","Besluit op basis van woningwet "
"BF","Beschermde leefomgeving Flora- en Faunawet","1900-01-01","2020-01-01","Beschermde leefomgeving Flora- en Faunawet"
"BK","Besluit op basis van artikel 9.9 Wet Natuurbescherming","1900-01-01","2020-01-01","Besluit op basis van artikel 9.9 Wet Natuurbescherming"
"LW","Verbod op basis van de Luchtvaartwet ","1900-01-01","2020-01-01","Verbod op basis van de Luchtvaartwet "
"NM","Natuurbeschermingswet 1998 op basis van de Wet Natuurbescherming","1900-01-01","2020-01-01","Natuurbeschermingswet 1998 op basis van de Wet Natuurbescherming"
"OV","Vorderingsbesluit","1900-01-01","2020-01-01","Vorderingsbesluit"
"PG","Gedoogplicht op basis van Grondwaterwet ","1900-01-01","2020-01-01","Gedoogplicht op basis van Grondwaterwet "
"WS","Besluit of bevel op basis van waterstaatswet 1900 ","1900-01-01","2020-01-01","Besluit of bevel op basis van waterstaatswet 1900 "
