"Code";"Waarde";"DatumVanaf";"DatumTot";"Toelichting"
"6066";"Tsjechië";"1993-01-01";;
"6067";"Slowakije";"1993-01-01";;
"6069";"Democratische Republiek Congo";"1997-05-17";;
"7001";"Uganda";"1830-01-01";;
"7002";"Kenya";"1963-12-12";;
"7003";"Malta";"1830-01-01";;
"7004";"Barbados";"1830-01-01";;
"7005";"Andorra";"1830-01-01";;
"7006";"Mexico";"1830-01-01";;
"7007";"Costa Rica";"1830-01-01";;
"7008";"Gambia";"1830-01-01";;
"7009";"Syrië";"1830-01-01";;
"7011";"Nederlandse Antillen";"1830-01-01";"2010-10-10";
"7014";"Egypte";"1830-01-01";;
"7015";"Argentinië";"1830-01-01";;
"7016";"Lesotho";"1966-10-04";;
"7017";"Honduras";"1830-01-01";;
"7018";"Nicaragua";"1830-01-01";;
"7020";"Pakistan";"1830-01-01";;
"7021";"Senegal";"1830-01-01";;
"7024";"Bulgarije";"1830-01-01";;
"7026";"Maleisië";"1963-09-16";;
"7027";"Dominicaanse Republiek";"1830-01-01";;
"7028";"Polen";"1830-01-01";;
"7023";"Dahomey";"1830-01-01";"1975-11-30";
"7030";"Britse Maagdeneilanden";"1830-01-01";;
"7031";"Tanzania";"1964-04-27";;
"7032";"El Salvador";"1830-01-01";;
"7033";"Sri Lanka";"1972-05-22";;
"7034";"Soedan";"1830-01-01";;
"7035";"Japan";"1830-01-01";;
"7036";"Hongkong";"1830-01-01";"1997-07-01";
"7037";"Panama";"1830-01-01";;
"7038";"Uruguay";"1830-01-01";;
"7039";"Ecuador";"1830-01-01";;
"7040";"Guinee";"1830-01-01";;
"7041";"Maldiven";"1830-01-01";;
"7042";"Thailand";"1830-01-01";;
"7043";"Libanon";"1830-01-01";;
"7044";"Italië";"1830-01-01";;
"7045";"Koeweit";"1830-01-01";;
"7046";"India";"1830-01-01";;
"7047";"Roemenië";"1830-01-01";;
"7048";"Tsjechoslowakije";"1830-01-01";"1993-01-01";
"7049";"Peru";"1830-01-01";;
"7050";"Portugal";"1830-01-01";;
"7051";"Oman";"1970-08-09";;
"7052";"Mongolië";"1830-01-01";;
"7054";"Verenigde Arabische Emiraten";"1971-12-02";;
"7055";"Tibet";"1830-01-01";;
"7057";"Nauru";"1830-01-01";;
"7064";"Letland";"1918-11-18";;
"7065";"Estland";"1830-01-01";;
"7066";"Litouwen";"1918-02-16";;
"7084";"Bangladesh";"1971-12-16";;
"7085";"Duitse Democratische Republiek";"1949-10-07";"1990-10-03";
"7087";"Madeira-eilanden";"1830-01-01";;
"7088";"Amerikaanse Maagdeneilanden";"1830-01-01";;
"7092";"Caymaneilanden";"1830-01-01";;
"7095";"Brits Territorium in Antarctica";"1830-01-01";;
"7096";"Brits Territorium in de Indische Oceaan";"1830-01-01";;
"7097";"Cookeilanden";"1830-01-01";;
"7098";"Tokelau-eilanden";"1830-01-01";;
"7099";"Nieuwcaledonië";"1830-01-01";;
"8001";"Guam";"1830-01-01";;
"8002";"Amerikaans Samoa";"1830-01-01";;
"8003";"Midway";"1830-01-01";;
"8005";"Wake";"1830-01-01";;
"8008";"Grenada";"1830-01-01";;
"8009";"Marianen";"1830-01-01";;
"8011";"Canton en Enderbury";"1830-01-01";"1991-06-01";
"8012";"Christmaseiland";"1830-01-01";;
"8013";"Cocoseilanden";"1830-01-01";;
"8014";"Faeröer";"1830-01-01";;
"8015";"Montserrat";"1830-01-01";;
"8016";"Norfolk";"1830-01-01";;
"8017";"Belize";"1830-01-01";;
"8019";"Turks- en Caicoseilanden";"1830-01-01";;
"8020";"Puerto Rico";"1830-01-01";;
"8021";"Papua-Nieuwguinea";"1975-09-16";;
"8022";"Solomoneilanden";"1978-07-07";;
"8023";"Benin";"1975-11-30";;
"8024";"Viëtnam";"1830-01-01";;
"8025";"Kaapverdië";"1830-01-01";;
"8026";"Seychellen";"1830-01-01";;
"8027";"Kiribati";"1979-07-12";;
"8028";"Tuvalu";"1975-10-01";;
"8029";"Sint Lucia";"1830-01-01";;
"8030";"Dominica";"1830-01-01";;
"8031";"Zimbabwe";"1979-06-01";;
"8033";"Nieuwehebriden";"1830-01-01";"1980-07-30";
"8034";"Kanaaleilanden";"1830-01-01";;
"8035";"Man";"1830-01-01";;
"8036";"Anguilla";"1830-01-01";;
"8037";"Saint Kitts-Nevis";"1830-01-01";;
"8041";"Panamakanaalzone";"1830-01-01";;
"8042";"Saint Kitts-Nevis-Anguilla";"1967-02-27";"1980-12-19";
"8044";"Republiek van Palau";"1994-10-01";;
"8045";"Antigua en Barbuda";"1981-11-01";;
"9003";"Eritrea";"1830-01-01";;
"9008";"Kongo";"1960-08-15";;
"9010";"Madagaskar";"1830-01-01";;
"9016";"Frans gebied van Afars en Issa's";"1830-01-01";"1977-06-27";
"9023";"Namibië";"1968-01-31";;
"9036";"Swaziland";"1830-01-01";;
"9037";"Katar";"1830-01-01";;
"9043";"Equatoriaalguinee";"1830-01-01";;
"9048";"Bermuda";"1830-01-01";;
"9049";"Sovjetunie";"1917-11-07";"1991-12-31";
"9053";"Muscat en Oman";"1830-01-01";"1970-08-09";
"9056";"Marshalleilanden";"1830-01-01";;
"9086";"Centrafrika";"1830-01-01";;
"9087";"Djibouti";"1977-06-27";;
"9089";"Bondsrepubliek Duitsland";"1949-08-01";;
"9090";"Vanuatu";"1980-07-30";;
"9091";"Niue";"1830-01-01";;
"9093";"Westelijke Sahara";"1976-02-26";;
"9094";"Micronesia";"1830-01-01";;
"9095";"Svalbardeilanden";"1830-01-01";;
"9999";"Internationaal gebied";"1830-01-01";;
"5102";"Servië en Montenegro";"2003-02-04";"2006-06-03";
"6068";"Federale Republiek Joegoslavië";"1992-04-27";"2004-02-01";
"8032";"Doebai";"1830-01-01";"1991-06-01";
"8038";"Antigua";"1830-01-01";"1981-11-01";
"8039";"Sint Vincent";"1830-01-01";"1979-10-27";
"8040";"Gilberteilanden";"1830-01-01";"1979-07-12";
"8043";"Belau";"1830-01-01";"1994-10-01";
"9000";"Newfoundland";"1830-01-01";"1991-06-01";
"9001";"Nyasaland";"1830-01-01";"1964-07-06";
"9005";"Ifni";"1830-01-01";"1969-01-06";
"9006";"Brits Kameroen";"1830-01-01";"1961-10-01";
"9007";"Kaiser Wilhelmsland";"1830-01-01";"1991-06-01";
"9009";"Kongo Kinshasa";"1830-01-01";"1971-10-27";
"9013";"Kongo Brazzaville";"1830-01-01";"1960-08-15";
"9014";"Leewardeilanden";"1830-01-01";"1991-06-01";
"9015";"Windwardeilanden";"1830-01-01";"1991-06-01";
"9017";"Phoenixeilanden";"1830-01-01";"1991-06-01";
"9020";"Portugees Guinee";"1830-01-01";"1974-09-10";
"9022";"Duits Zuidwestafrika";"1830-01-01";"1991-06-01";
"9027";"Brits Somaliland";"1830-01-01";"1960-07-01";
"9028";"Italiaans Somaliland";"1830-01-01";"1960-07-01";
"9030";"Nederlands Indië";"1830-01-01";"1949-12-27";
"9031";"Brits Guyana";"1830-01-01";"1966-05-26";
"9041";"Aden";"1830-01-01";"1991-06-01";
"9042";"Zuidarabische Federatie";"1959-02-11";"1967-11-27";
"9044";"Spaans Guinee";"1830-01-01";"1991-06-01";
"9047";"Verenigde Arabische Republiek";"1958-02-22";"1961-09-28";
"9050";"Duits Oostafrika";"1830-01-01";"1991-06-01";
"9051";"Zanzibar";"1830-01-01";"1964-04-27";
"9052";"Ceylon";"1830-01-01";"1972-05-22";
"9054";"Trucial Oman";"1830-01-01";"1971-12-02";
"9055";"Indo China";"1830-01-01";"1991-06-01";
"9057";"Sarawak";"1830-01-01";"1991-06-01";
"9058";"Brits Borneo";"1830-01-01";"1963-09-16";
"9060";"Sabah";"1830-01-01";"1991-06-01";
"9061";"Aboe Dhabi";"1830-01-01";"1991-06-01";
"9062";"Adjman";"1830-01-01";"1991-06-01";
"9063";"Basoetoland";"1830-01-01";"1966-10-04";
"9064";"Bechuanaland";"1830-01-01";"1966-09-30";
"9065";"Foedjaira";"1830-01-01";"1991-06-01";
"9066";"Frans Kameroen";"1830-01-01";"1960-01-01";
"9067";"Johore";"1830-01-01";"1946-04-01";
"9068";"Korea";"1830-01-01";"1991-06-01";
"9069";"Labuan";"1830-01-01";"1991-06-01";
"9070";"Oem el Koewein";"1830-01-01";"1991-06-01";
"9071";"Oostenrijk-Hongarije";"1830-01-01";"1991-06-01";
"9072";"Portugees Oost Afrika";"1830-01-01";"1975-06-25";
"9073";"Portugees West Afrika";"1830-01-01";"1975-11-11";
"9074";"Sjardja";"1830-01-01";"1991-06-01";
"9075";"Straits Settlements";"1830-01-01";"1946-04-01";
"9076";"Abessinië";"1830-01-01";"1991-06-01";
"9077";"Frans West Afrika";"1830-01-01";"1991-06-01";
"9078";"Frans Equatoriaal Afrika";"1830-01-01";"1991-06-01";
"9081";"Oeroendi";"1830-01-01";"1991-06-01";
"9082";"Roeanda-Oeroendi";"1830-01-01";"1962-07-01";
"9084";"Goa";"1830-01-01";"1961-12-18";
"9085";"Dantzig";"1830-01-01";"1939-09-01";
"9088";"Transjordanië";"1923-05-15";"1991-06-01";
"9092";"Spaans Noordafrika";"1830-01-01";"1991-06-01";
"5016";"Noordjemen";"1830-01-01";"1990-05-22";
"5031";"Burma";"1830-01-01";"1989-06-18";
"5036";"Zuidviëtnam";"1830-01-01";"1976-07-02";
"5041";"Australisch Nieuwguinea";"1830-01-01";"1975-09-16";
"5046";"Kashmir";"1830-01-01";"1991-06-01";
"5050";"Zaïre";"1971-10-27";"1997-07-15";
"5059";"Britse Antillen";"1962-02-01";"1981-11-01";
"5063";"Frans Somaliland";"1830-01-01";"1977-06-27";
"5067";"Kaapverdische Eilanden";"1830-01-01";"1975-07-05";
"5078";"Zuidwest Afrika";"1830-01-01";"1990-03-21";
"5079";"Frans Indië";"1830-01-01";"1991-06-01";
"5081";"Kedah";"1830-01-01";"1946-04-01";
"5082";"Kelantan";"1830-01-01";"1946-04-01";
"5083";"Malakka";"1830-01-01";"1963-09-16";
"5085";"Negri Sembilan";"1830-01-01";"1946-04-01";
"5086";"Pahang";"1830-01-01";"1946-04-01";
"5087";"Perak";"1830-01-01";"1946-04-01";
"5088";"Perlis";"1830-01-01";"1946-04-01";
"5089";"Portugees Indië";"1830-01-01";"1961-12-18";
"5090";"Selangor";"1830-01-01";"1946-04-01";
"5093";"Spitsbergen";"1830-01-01";"1991-06-01";
"5094";"Trengganu";"1830-01-01";"1946-04-01";
"6046";"Bovenvolta";"1830-01-01";"1984-08-04";
"6052";"Brits Honduras";"1830-01-01";"1973-06-01";
"6058";"Britse Salomons-eilanden";"1830-01-01";"1978-07-07";
"7012";"Zuidjemen";"1967-11-27";"1990-05-22";
"7029";"Rusland (oud)";"1830-01-01";"1917-11-07";
"7058";"Nederlands Nieuwguinea";"1830-01-01";"1962-10-01";
"7059";"Tanganyika";"1830-01-01";"1964-04-27";
"7060";"Palestina";"1830-01-01";"1948-05-14";
"7062";"Brits Westindië";"1830-01-01";"1962-02-01";
"7063";"Portugees Afrika";"1830-01-01";"1991-06-01";
"7067";"Brits Afrika";"1830-01-01";"1991-06-01";
"7068";"Belgisch Congo";"1830-01-01";"1960-06-30";
"7070";"Brits Indië";"1830-01-01";"1947-08-15";
"7071";"Noordrhodesië";"1830-01-01";"1964-10-24";
"7072";"Zuidrhodesië";"1830-01-01";"1965-11-11";
"7073";"Saarland";"1830-01-01";"1991-06-01";
"7074";"Frans Indo China";"1830-01-01";"1991-06-01";
"7075";"Brits Westborneo";"1830-01-01";"1963-09-16";
"7076";"Goudkust";"1830-01-01";"1957-03-06";
"7077";"Ras-El-Cheima";"1830-01-01";"1991-06-01";
"7079";"Frans Congo";"1830-01-01";"1960-08-15";
"7080";"Siam";"1830-01-01";"1991-06-01";
"7082";"Brits Oostafrika";"1830-01-01";"1963-12-12";
"7083";"Brits Noordborneo";"1830-01-01";"1963-09-16";
"7089";"Australische Salomonseilanden";"1830-01-01";"1975-09-16";
"7091";"Spaanse Sahara";"1830-01-01";"1976-02-26";
"7093";"Caicoseilanden";"1830-01-01";"1991-06-01";
"7094";"Turkseilanden";"1830-01-01";"1991-06-01";
"8000";"Hawaii-eilanden";"1830-01-01";"1991-06-01";
"8004";"Ryukyueilanden";"1830-01-01";"1991-06-01";
"8006";"Pacific eilanden";"1830-01-01";"1991-06-01";
"8010";"Cabinda";"1830-01-01";"1991-06-01";
"8018";"Tasmanië";"1830-01-01";"1991-06-01";
"5103";"Servië";"2006-06-03";;
"5104";"Montenegro";"2006-06-03";;
"5105";"Kosovo";"2008-02-17";;
"5106";"Bonaire";"2010-10-10";;
"5108";"Saba";"2010-10-10";;
"5109";"Sint Eustatius";"2010-10-10";;
"5110";"Sint Maarten";"2010-10-10";;
"5107";"Curaçao";"2010-10-10";;
"5111";"Zuid-Soedan";"2011-07-09";;
